Timestamp(ms),Current(uA),D0-D7
172190,108348.242,11111111
172200,109668.555,11111111
172210,106359.133,11111111
172220,106047.453,11111111
172230,113704.492,11111111
172240,127371.039,11111111
172250,131123.922,11111111
172260,132169.172,11111111
172270,133544.734,11111111
172280,132709.438,11111111
172290,121075.516,11111111
172300,112400.344,11111111
172310,113216.680,11111111
172320,110902.469,11111111
172330,111943.750,11111111
172340,109566.977,11111111
172350,108495.938,11111111
172360,108641.172,11111111
172370,108960.297,11111111
172380,110521.016,11111111
172390,109439.938,11111111
172400,108693.656,11111111
172410,108235.594,11111111
172420,105225.164,11111111
172430,106372.039,11111111
172440,110984.000,11111111
172450,109906.508,11111111
172460,109090.102,11111111
172470,107419.789,11111111
172480,106197.219,11111111
172490,105161.508,11111111
172500,105891.055,11111111
172510,108169.180,11111111
172520,109184.695,11111111
172530,109503.984,11111111
172540,110022.953,11111111
172550,111968.867,11111111
172560,107967.469,11111111
172570,109955.313,11111111
172580,112202.570,11111111
172590,113029.789,11111111
172600,111920.203,11111111
172610,112433.523,11111111
172620,107738.938,11111111
172630,107028.406,11111111
172640,109508.680,11111111
172650,112881.680,11111111
172660,109242.453,11111111
172670,108303.500,11111111
172680,111429.320,11111111
172690,107225.164,11111111
172700,108970.086,11111111
172710,108407.281,11111111
172720,109984.633,11111111
172730,110366.438,11111111
172740,110026.383,11111111
172750,110746.609,11111111
172760,104536.203,11111111
172770,106976.188,11111111
172780,109324.820,11111111
172790,111298.320,11111111
172800,110633.820,11111111
172810,110489.398,11111111
172820,112245.633,11111111
172830,107711.500,11111111
172840,109211.055,11111111
172850,110475.617,11111111
172860,112371.453,11111111
172870,109159.359,11111111
172880,109691.281,11111111
172890,109836.984,11111111
172900,106638.539,11111111
172910,106935.242,11111111
172920,110691.055,11111111
172930,110487.445,11111111
172940,108570.742,11111111
172950,107592.922,11111111
172960,110635.141,11111111
172970,121708.195,11111111
172980,128414.352,11111111
172990,134485.250,11111111
173000,133965.656,11111111
173010,132133.250,11111111
173020,128290.570,11111111
173030,110324.164,11111111
173040,108595.883,11111111
173050,110328.742,11111111
173060,110150.523,11111111
173070,110112.547,11111111
173080,109263.375,11111111
173090,107049.555,11111111
173100,110023.625,11111111
173110,111787.953,11111111
173120,111260.781,11111111
173130,110751.125,11111111
173140,113221.344,11111111
173150,108302.852,11111111
173160,109654.250,11111111
173170,108690.063,11111111
173180,112317.211,11111111
173190,107964.305,11111111
173200,110562.641,11111111
173210,111137.914,11111111
173220,104829.867,11111111
173230,104906.688,11111111
173240,107058.367,11111111
173250,110865.219,11111111
173260,109001.234,11111111
173270,108312.328,11111111
173280,107597.750,11111111
173290,106963.047,11111111
173300,104677.969,11111111
173310,107694.438,11111111
173320,109654.313,11111111
173330,109990.813,11111111
173340,109164.719,11111111
173350,108285.430,11111111
173360,107429.375,11111111
173370,106610.031,11111111
173380,106466.633,11111111
173390,109617.391,11111111
173400,108056.703,11111111
173410,108248.523,11111111
173420,109345.180,11111111
173430,106192.383,11111111
173440,104665.180,11111111
173450,106469.703,11111111
173460,107760.789,11111111
173470,109260.313,11111111
173480,107701.773,11111111
173490,106913.320,11111111
173500,108816.445,11111111
173510,104445.945,11111111
173520,105893.117,11111111
173530,106721.539,11111111
173540,107296.953,11111111
173550,108415.156,11111111
173560,108147.125,11111111
173570,110771.406,11111111
173580,107074.945,11111111
173590,107207.695,11111111
173600,110162.555,11111111
173610,109401.063,11111111
173620,108513.281,11111111
173630,109059.719,11111111
173640,108791.047,11111111
173650,106572.648,11111111
173660,108557.148,11111111
173670,110428.859,11111111
173680,108669.539,11111111
173690,107963.844,11111111
173700,108578.203,11111111
173710,122417.773,11111111
173720,127683.742,11111111
173730,133072.859,11111111
173740,131233.875,11111111
173750,135110.359,11111111
173760,128026.313,11111111
173770,110831.680,11111111
173780,109834.938,11111111
173790,109229.141,11111111
173800,109543.500,11111111
173810,107177.563,11111111
173820,110081.188,11111111
173830,107067.438,11111111
173840,107273.672,11111111
173850,109969.492,11111111
173860,109728.156,11111111
173870,107783.477,11111111
173880,108097.141,11111111
173890,106041.406,11111111
173900,105809.500,11111111
173910,106760.602,11111111
173920,108241.891,11111111
173930,110405.969,11111111
173940,108403.672,11111111
173950,108201.578,11111111
173960,110443.813,11111111
173970,104331.656,11111111
173980,105808.727,11111111
173990,106234.133,11111111
174000,106707.383,11111111
174010,106974.234,11111111
174020,106837.484,11111111
174030,109371.727,11111111
174040,103024.523,11111111
174050,105930.766,11111111
174060,106994.867,11111111
174070,109357.414,11111111
174080,109239.773,11111111
174090,110049.633,11111111
174100,112053.047,11111111
174110,105893.867,11111111
174120,107957.094,11111111
174130,109211.477,11111111
174140,109407.875,11111111
174150,109949.219,11111111
174160,109922.219,11111111
174170,107773.375,11111111
174180,108654.070,11111111
174190,108605.313,11111111
174200,111272.875,11111111
174210,109220.703,11111111
174220,110143.992,11111111
174230,107958.320,11111111
174240,106823.602,11111111
174250,104031.094,11111111
174260,106869.734,11111111
174270,108528.680,11111111
174280,108037.281,11111111
174290,108129.625,11111111
174300,105434.742,11111111
174310,108259.125,11111111
174320,105921.328,11111111
174330,107534.375,11111111
174340,109834.180,11111111
174350,110183.313,11111111
174360,109071.117,11111111
174370,112068.164,11111111
174380,107654.992,11111111
174390,107046.719,11111111
174400,109906.422,11111111
174410,110163.047,11111111
174420,107321.773,11111111
174430,106393.469,11111111
174440,115826.797,11111111
174450,129629.172,11111111
174460,129835.664,11111111
174470,129358.516,11111111
174480,134478.672,11111111
174490,135820.781,11111111
174500,112750.227,11111111
174510,107208.406,11111111
174520,105947.000,11111111
174530,109705.844,11111111
174540,107702.938,11111111
174550,105950.695,11111111
174560,105869.602,11111111
174570,104366.648,11111111
174580,105608.328,11111111
174590,108300.188,11111111
174600,111018.727,11111111
174610,107933.297,11111111
174620,109953.484,11111111
174630,110062.703,11111111
174640,108361.555,11111111
174650,109452.398,11111111
174660,110581.508,11111111
174670,109488.008,11111111
174680,110672.766,11111111
174690,113625.305,11111111
174700,107147.859,11111111
174710,106945.930,11111111
174720,109767.508,11111111
174730,112069.242,11111111
174740,111571.367,11111111
174750,108809.445,11111111
174760,108266.852,11111111
174770,105818.969,11111111
174780,105784.547,11111111
174790,107801.781,11111111
174800,108587.477,11111111
174810,108946.203,11111111
174820,109348.273,11111111
174830,109056.172,11111111
174840,111018.469,11111111
174850,108501.672,11111111
174860,110005.070,11111111
174870,110827.523,11111111
174880,111467.984,11111111
174890,109938.477,11111111
174900,110404.469,11111111
174910,112090.977,11111111
174920,108654.391,11111111
174930,110040.578,11111111
174940,110125.344,11111111
174950,110852.055,11111111
174960,108764.086,11111111
174970,109165.023,11111111
174980,105886.117,11111111
174990,105920.328,11111111
175000,107464.039,11111111
175010,107791.344,11111111
175020,110213.430,11111111
175030,108685.734,11111111
175040,108903.930,11111111
175050,107090.055,11111111
175060,104205.875,11111111
175070,108438.680,11111111
175080,109511.320,11111111
175090,111093.469,11111111
175100,111342.414,11111111
175110,110184.297,11111111
175120,109245.461,11111111
175130,108314.609,11111111
175140,110827.086,11111111
175150,112407.695,11111111
175160,111369.563,11111111
175170,111060.742,11111111
175180,112530.516,11111111
175190,124027.656,11111111
175200,128115.000,11111111
175210,135237.250,11111111
175220,132889.594,11111111
175230,131003.906,11111111
175240,125648.805,11111111
175250,113572.555,11111111
175260,111086.063,11111111
175270,108775.766,11111111
175280,109367.977,11111111
175290,111155.992,11111111
175300,109629.797,11111111
175310,106020.219,11111111
175320,105849.094,11111111
175330,109034.039,11111111
175340,112026.570,11111111
175350,109017.992,11111111
175360,109947.680,11111111
175370,108673.305,11111111
175380,107832.852,11111111
175390,109824.508,11111111
175400,111228.258,11111111
175410,111493.555,11111111
175420,110966.180,11111111
175430,109979.336,11111111
175440,107712.008,11111111
175450,105661.391,11111111
175460,107189.398,11111111
175470,109838.508,11111111
175480,111584.313,11111111
175490,108041.805,11111111
175500,108607.789,11111111
175510,111442.609,11111111
175520,107677.211,11111111
175530,107659.313,11111111
175540,108402.391,11111111
175550,110517.219,11111111
175560,108590.516,11111111
175570,109737.438,11111111
175580,108983.633,11111111
175590,109881.867,11111111
175600,106640.781,11111111
175610,107977.570,11111111
175620,110188.602,11111111
175630,109818.453,11111111
175640,108335.070,11111111
175650,108627.398,11111111
175660,107390.336,11111111
175670,106272.813,11111111
175680,108428.961,11111111
175690,111537.469,11111111
175700,109066.039,11111111
175710,108580.133,11111111
175720,108983.258,11111111
175730,106469.703,11111111
175740,107429.375,11111111
175750,107730.422,11111111
175760,108911.727,11111111
175770,106323.094,11111111
175780,107767.500,11111111
175790,106722.039,11111111
175800,104914.477,11111111
175810,106030.750,11111111
175820,110528.297,11111111
175830,111133.789,11111111
175840,109186.172,11111111
175850,108858.398,11111111
175860,110712.695,11111111
175870,108282.805,11111111
175880,109147.500,11111111
175890,110816.188,11111111
175900,110901.930,11111111
175910,109489.039,11111111
175920,109352.789,11111111
175930,123181.992,11111111
175940,128369.508,11111111
175950,129257.180,11111111
175960,134542.734,11111111
175970,132275.984,11111111
175980,135265.266,11111111
175990,120348.211,11111111
176000,110981.023,11111111
176010,110038.961,11111111
176020,110325.750,11111111
176030,108499.781,11111111
176040,110833.539,11111111
176050,105340.047,11111111
176060,106825.594,11111111
176070,107524.945,11111111
176080,108318.000,11111111
176090,110178.188,11111111
176100,108550.992,11111111
176110,109466.922,11111111
176120,109593.664,11111111
176130,107049.148,11111111
176140,109239.234,11111111
176150,111268.094,11111111
176160,111034.125,11111111
176170,111802.109,11111111
176180,113490.438,11111111
176190,107739.344,11111111
176200,109466.992,11111111
176210,110331.719,11111111
176220,110727.852,11111111
176230,108686.258,11111111
176240,110734.859,11111111
176250,110318.063,11111111
176260,108229.086,11111111
176270,109832.766,11111111
176280,109131.313,11111111
176290,109503.758,11111111
176300,108268.250,11111111
176310,107436.609,11111111
176320,110296.688,11111111
176330,106596.313,11111111
176340,102898.648,11111111
176350,101684.539,11111111
176360,103148.680,11111111
176370,107519.508,11111111
176380,110781.555,11111111
176390,110432.438,11111111
176400,111502.719,11111111
176410,108225.211,11111111
176420,109397.789,11111111
176430,110515.250,11111111
176440,112834.781,11111111
176450,110212.578,11111111
176460,110641.641,11111111
176470,108820.305,11111111
176480,105785.336,11111111
176490,109225.469,11111111
176500,108942.422,11111111
176510,112048.508,11111111
176520,109327.484,11111111
176530,109040.758,11111111
176540,111764.531,11111111
176550,106252.383,11111111
176560,106108.945,11111111
176570,107043.813,11111111
176580,111528.883,11111111
176590,110530.742,11111111
176600,108912.898,11111111
176610,107056.445,11111111
176620,109901.438,11111111
176630,106736.555,11111111
176640,110313.859,11111111
176650,111368.914,11111111
176660,111225.023,11111111
176670,109177.438,11111111
176680,111246.508,11111111
176690,123449.148,11111111
176700,128176.602,11111111
176710,129695.188,11111111
176720,133947.641,11111111
176730,132159.266,11111111
176740,135605.047,11111111
176750,119217.039,11111111
176760,112859.984,11111111
176770,113189.867,11111111
176780,110900.953,11111111
176790,110339.031,11111111
176800,111982.570,11111111
176810,105413.305,11111111
176820,106105.266,11111111
176830,107021.289,11111111
176840,108180.789,11111111
176850,106330.406,11111111
176860,108260.422,11111111
176870,106791.234,11111111
176880,106091.109,11111111
176890,106609.078,11111111
176900,109897.406,11111111
176910,110878.367,11111111
176920,109649.344,11111111
176930,107959.359,11111111
176940,109857.047,11111111
176950,106736.172,11111111
176960,108250.852,11111111
176970,106840.211,11111111
176980,108556.922,11111111
176990,108473.953,11111111
177000,107821.836,11111111
177010,106872.172,11111111
177020,104533.250,11111111
177030,104913.023,11111111
177040,105865.891,11111111
177050,107449.797,11111111
177060,109371.047,11111111
177070,108832.656,11111111
177080,105549.578,11111111
177090,109203.750,11111111
177100,104967.977,11111111
177110,104259.492,11111111
177120,107503.602,11111111
177130,108504.141,11111111
177140,108757.297,11111111
177150,108623.578,11111111
177160,111299.664,11111111
177170,106074.133,11111111
177180,108281.563,11111111
177190,109601.672,11111111
177200,112556.820,11111111
177210,109743.156,11111111
177220,110690.031,11111111
177230,109496.117,11111111
177240,107952.188,11111111
177250,109071.133,11111111
177260,110197.563,11111111
177270,109276.859,11111111
177280,107834.617,11111111
177290,109876.164,11111111
177300,104230.930,11111111
177310,107656.688,11111111
177320,108096.445,11111111
177330,107919.266,11111111
177340,107711.422,11111111
177350,106933.492,11111111
177360,108809.906,11111111
177370,104130.469,11111111
177380,104344.453,11111111
177390,107001.539,11111111
177400,109967.727,11111111
177410,108922.805,11111111
177420,109819.344,11111111
177430,113049.063,11111111
177440,124646.250,11111111
177450,128679.484,11111111
177460,134703.734,11111111
177470,132055.891,11111111
177480,130410.141,11111111
177490,136249.469,11111111
177500,116002.328,11111111
177510,110812.172,11111111
177520,110325.055,11111111
177530,108001.547,11111111
177540,108408.055,11111111
177550,106532.133,11111111
177560,103570.383,11111111
177570,103542.484,11111111
177580,102924.477,11111111
177590,108474.492,11111111
177600,114760.188,11111111
177610,107794.648,11111111
177620,107732.234,11111111
177630,105054.125,11111111
177640,107244.086,11111111
177650,107456.289,11111111
177660,108788.758,11111111
177670,110592.320,11111111
177680,107285.227,11111111
177690,107876.859,11111111
177700,110147.781,11111111
177710,106596.461,11111111
177720,107249.578,11111111
177730,110945.594,11111111
177740,106356.398,11111111
177750,107499.703,11111111
177760,109267.438,11111111
177770,111617.852,11111111
177780,109076.922,11111111
177790,110185.820,11111111
177800,111821.492,11111111
177810,107805.656,11111111
177820,107199.000,11111111
177830,107512.602,11111111
177840,107433.305,11111111
177850,107230.453,11111111
177860,106765.977,11111111
177870,107517.383,11111111
177880,105475.602,11111111
177890,103434.820,11111111
177900,107644.234,11111111
177910,111028.914,11111111
177920,109294.516,11111111
177930,107985.195,11111111
177940,109455.766,11111111
177950,106151.586,11111111
177960,107646.664,11111111
177970,109595.102,11111111
177980,109882.492,11111111
177990,108568.328,11111111
178000,109128.180,11111111
178010,105830.625,11111111
178020,107114.164,11111111
178030,107168.773,11111111
178040,110620.734,11111111
178050,109172.719,11111111
178060,109054.055,11111111
178070,109939.484,11111111
178080,104926.383,11111111
178090,106827.031,11111111
178100,107606.211,11111111
178110,106755.797,11111111
178120,108159.500,11111111
178130,106812.844,11111111
178140,108179.234,11111111
178150,106428.922,11111111
178160,108747.469,11111111
178170,110900.211,11111111
178180,113207.977,11111111
178190,111426.086,11111111
178200,111416.398,11111111
178210,111959.711,11111111
178220,108227.180,11111111
178230,109535.875,11111111
178240,112007.766,11111111
178250,110687.141,11111111
178260,110995.594,11111111
178270,117596.453,11111111
178280,125752.672,11111111
178290,128727.125,11111111
178300,134055.922,11111111
178310,131455.906,11111111
178320,130697.633,11111111
178330,126390.109,11111111
178340,113493.977,11111111
178350,111306.031,11111111
178360,109507.602,11111111
178370,109999.891,11111111
178380,110825.648,11111111
178390,110474.789,11111111
178400,106807.180,11111111
178410,107991.172,11111111
178420,110092.016,11111111
178430,110873.539,11111111
178440,109442.969,11111111
178450,110930.086,11111111
178460,109920.508,11111111
178470,107434.477,11111111
178480,110289.484,11111111
178490,111816.742,11111111
178500,110192.000,11111111
178510,109120.336,11111111
178520,108651.656,11111111
178530,108504.984,11111111
178540,104825.414,11111111
178550,108656.875,11111111
178560,109072.492,11111111
178570,111234.789,11111111
178580,108506.461,11111111
178590,108149.766,11111111
178600,112441.781,11111111
178610,106740.313,11111111
178620,108533.563,11111111
178630,108369.539,11111111
178640,112487.891,11111111
178650,109166.711,11111111
178660,108023.906,11111111
178670,110382.727,11111111
178680,107743.250,11111111
178690,107849.141,11111111
178700,109333.750,11111111
178710,111206.102,11111111
178720,110885.078,11111111
178730,109757.906,11111111
178740,111882.469,11111111
178750,108337.859,11111111
178760,110501.086,11111111
178770,111730.766,11111111
178780,112383.656,11111111
178790,110269.750,11111111
178800,109903.406,11111111
178810,106128.836,11111111
178820,108014.758,11111111
178830,109512.984,11111111
178840,110174.898,11111111
178850,110037.602,11111111
178860,109077.438,11111111
178870,107428.336,11111111
178880,107869.578,11111111
178890,105261.500,11111111
178900,108644.555,11111111
178910,109579.320,11111111
178920,110950.320,11111111
178930,110129.617,11111111
178940,111316.563,11111111
178950,109669.320,11111111
178960,108272.344,11111111
178970,109274.672,11111111
178980,112068.305,11111111
178990,110744.531,11111111
179000,109746.742,11111111
179010,111953.656,11111111
179020,124065.539,11111111
179030,128589.281,11111111
179040,129868.297,11111111
179050,134131.391,11111111
179060,132298.344,11111111
179070,135734.844,11111111
179080,116016.961,11111111
179090,113367.836,11111111
179100,108952.359,11111111
179110,111118.195,11111111
179120,108156.922,11111111
179130,106692.148,11111111
179140,106591.242,11111111
179150,103842.594,11111111
179160,103568.078,11111111
179170,107022.211,11111111
179180,109394.117,11111111
179190,107414.656,11111111
179200,108281.094,11111111
179210,107481.164,11111111
179220,105912.766,11111111
179230,107683.078,11111111
179240,109326.039,11111111
179250,110279.891,11111111
179260,109439.148,11111111
179270,108488.203,11111111
179280,107302.836,11111111
179290,106411.164,11111111
179300,109225.297,11111111
179310,111330.938,11111111
179320,111362.961,11111111
179330,109399.023,11111111
179340,112667.070,11111111
179350,106570.492,11111111
179360,105974.219,11111111
179370,109888.648,11111111
179380,110807.289,11111111
179390,108589.359,11111111
179400,109046.367,11111111
179410,112414.453,11111111
179420,104914.039,11111111
179430,105383.547,11111111
179440,108985.297,11111111
179450,111117.688,11111111
179460,111235.898,11111111
179470,109663.555,11111111
179480,110702.484,11111111
179490,108877.023,11111111
179500,108206.180,11111111
179510,109822.711,11111111
179520,112963.555,11111111
179530,110254.148,11111111
179540,109988.891,11111111
179550,111725.547,11111111
179560,106248.383,11111111
179570,107323.086,11111111
179580,106765.742,11111111
179590,107755.906,11111111
179600,108586.109,11111111
179610,109278.734,11111111
179620,109416.398,11111111
179630,109183.750,11111111
179640,104493.445,11111111
179650,107637.750,11111111
179660,110663.422,11111111
179670,111137.664,11111111
179680,109719.828,11111111
179690,109384.313,11111111
179700,109306.828,11111111
179710,109621.984,11111111
179720,108037.406,11111111
179730,109632.906,11111111
179740,111940.711,11111111
179750,110385.508,11111111
179760,111534.953,11111111
179770,113670.578,11111111
179780,124227.227,11111111
179790,128222.047,11111111
179800,131622.938,11111111
179810,133459.047,11111111
179820,131790.672,11111111
179830,136469.766,11111111
179840,115670.766,11111111
179850,114324.664,11111111
179860,112046.563,11111111
179870,111233.492,11111111
179880,109361.781,11111111
179890,107932.516,11111111
179900,105926.367,11111111
179910,107789.313,11111111
179920,110000.773,11111111
179930,110940.039,11111111
179940,110494.117,11111111
179950,109982.250,11111111
179960,110024.219,11111111
179970,108547.273,11111111
179980,110691.609,11111111
179990,111993.219,11111111
180000,111210.320,11111111
180010,111916.555,11111111
180020,113429.469,11111111
180030,107959.953,11111111
180040,109519.484,11111111
180050,110599.445,11111111
180060,110314.398,11111111
180070,109639.484,11111111
180080,111556.234,11111111
180090,110594.797,11111111
180100,108099.453,11111111
180110,109274.375,11111111
180120,108906.820,11111111
180130,109516.109,11111111
180140,108338.641,11111111
180150,107458.438,11111111
180160,110234.883,11111111
180170,106573.953,11111111
180180,106692.711,11111111
180190,109094.250,11111111
180200,110333.016,11111111
180210,108772.297,11111111
180220,108728.359,11111111
180230,112709.039,11111111
180240,107949.102,11111111
180250,110291.883,11111111
180260,112290.242,11111111
180270,113341.820,11111111
180280,111723.305,11111111
180290,112849.148,11111111
180300,107130.750,11111111
180310,106097.906,11111111
180320,108514.281,11111111
180330,111182.922,11111111
180340,108819.289,11111111
180350,108343.273,11111111
180360,107024.609,11111111
180370,106444.438,11111111
180380,107218.172,11111111
180390,107412.563,11111111
180400,107902.422,11111111
180410,106965.008,11111111
180420,107189.656,11111111
180430,109783.273,11111111
180440,104003.906,11111111
180450,103233.969,11111111
180460,106987.578,11111111
180470,109626.375,11111111
180480,107765.609,11111111
180490,107397.867,11111111
180500,113636.516,11111111
180510,124275.430,11111111
180520,127651.648,11111111
180530,133725.609,11111111
180540,130622.336,11111111
180550,129257.352,11111111
180560,128782.305,11111111
180570,111626.672,11111111
180580,109276.602,11111111
180590,110170.133,11111111
180600,107722.086,11111111
180610,108521.531,11111111
180620,110961.141,11111111
180630,105409.859,11111111
180640,105909.672,11111111
180650,108331.320,11111111
180660,109635.797,11111111
180670,105980.469,11111111
180680,105737.313,11111111
180690,111123.813,11111111
180700,103209.250,11111111
180710,106139.563,11111111
180720,108502.047,11111111
180730,110712.570,11111111
180740,110910.695,11111111
180750,110267.859,11111111
180760,107846.734,11111111
180770,105860.961,11111111
180780,107511.742,11111111
180790,108696.219,11111111
180800,108340.477,11111111
180810,108732.398,11111111
180820,111246.125,11111111
180830,106547.266,11111111
180840,107992.813,11111111
180850,109273.688,11111111
180860,108668.016,11111111
180870,107631.477,11111111
180880,106936.344,11111111
180890,105884.102,11111111
180900,104159.008,11111111
180910,105800.000,11111111
180920,108563.164,11111111
180930,108181.578,11111111
180940,107712.688,11111111
180950,108023.398,11111111
180960,108156.227,11111111
180970,103906.820,11111111
180980,107416.000,11111111
180990,109621.719,11111111
181000,110856.547,11111111
181010,108296.539,11111111
181020,107617.891,11111111
181030,108070.164,11111111
181040,106255.297,11111111
181050,107679.758,11111111
181060,109694.992,11111111
181070,108364.836,11111111
181080,106693.898,11111111
181090,109883.883,11111111
181100,104899.727,11111111
181110,106585.164,11111111
181120,107003.930,11111111
181130,110219.031,11111111
181140,109683.805,11111111
181150,107638.930,11111111
181160,108427.898,11111111
181170,105039.086,11111111
181180,105915.539,11111111
181190,107185.117,11111111
181200,109959.297,11111111
181210,106762.023,11111111
181220,106719.258,11111111
181230,106654.852,11111111
181240,120882.609,11111111
181250,126477.531,11111111
181260,127312.125,11111111
181270,132753.203,11111111
181280,130461.023,11111111
181290,132819.375,11111111
181300,114988.703,11111111
181310,111014.438,11111111
181320,111331.766,11111111
181330,107216.016,11111111
181340,108822.508,11111111
181350,108824.320,11111111
181360,106131.391,11111111
181370,107485.070,11111111
181380,109708.617,11111111
181390,109672.172,11111111
181400,107349.617,11111111
181410,108140.641,11111111
181420,106613.250,11111111
181430,103328.047,11111111
181440,107802.461,11111111
181450,108704.914,11111111
181460,108155.125,11111111
181470,105522.453,11111111
181480,105416.617,11111111
181490,107491.422,11111111
181500,106584.711,11111111
181510,108056.797,11111111
181520,110789.680,11111111
181530,109681.945,11111111
181540,109113.531,11111111
181550,111129.125,11111111
181560,107428.078,11111111
181570,108272.570,11111111
181580,110285.539,11111111
181590,111450.680,11111111
181600,108775.195,11111111
181610,110032.406,11111111
181620,108810.656,11111111
181630,105232.094,11111111
181640,108945.102,11111111
181650,108558.453,11111111
181660,109204.211,11111111
181670,107397.414,11111111
181680,109216.086,11111111
181690,108835.203,11111111
181700,104872.414,11111111
181710,106884.367,11111111
181720,108371.188,11111111
181730,110920.883,11111111
181740,110164.813,11111111
181750,109522.672,11111111
181760,111337.617,11111111
181770,108118.352,11111111
181780,107440.125,11111111
181790,109860.891,11111111
181800,111917.430,11111111
181810,108505.117,11111111
181820,110065.852,11111111
181830,111221.711,11111111
181840,107914.711,11111111
181850,109805.109,11111111
181860,112186.031,11111111
181870,111229.016,11111111
181880,110560.727,11111111
181890,109241.102,11111111
181900,109453.313,11111111
181910,106893.219,11111111
181920,109327.922,11111111
181930,109553.180,11111111
181940,108954.469,11111111
181950,107303.984,11111111
181960,107131.938,11111111
181970,114271.602,11111111
181980,125080.281,11111111
181990,128679.109,11111111
182000,135477.813,11111111
182010,132489.547,11111111
182020,131353.469,11111111
182030,131939.563,11111111
182040,112636.094,11111111
182050,111370.945,11111111
182060,111247.500,11111111
182070,110005.508,11111111
182080,110697.906,11111111
182090,106706.383,11111111
182100,108667.164,11111111
182110,110255.555,11111111
182120,111588.250,11111111
182130,111188.828,11111111
182140,110290.805,11111111
182150,108695.836,11111111
182160,108372.156,11111111
182170,108787.781,11111111
182180,109189.836,11111111
182190,110335.875,11111111
182200,109545.727,11111111
182210,107630.828,11111111
182220,107522.227,11111111
182230,103794.180,11111111
182240,107793.578,11111111
182250,108398.359,11111111
182260,112237.180,11111111
182270,110936.648,11111111
182280,110131.742,11111111
182290,113186.086,11111111
182300,108474.680,11111111
182310,110804.141,11111111
182320,113067.922,11111111
182330,112766.719,11111111
182340,110585.336,11111111
182350,110061.813,11111111
182360,109389.336,11111111
182370,108425.750,11111111
182380,111041.281,11111111
182390,112181.813,11111111
182400,109385.539,11111111
182410,110625.336,11111111
182420,110516.844,11111111
182430,107515.141,11111111
182440,107256.758,11111111
182450,109362.719,11111111
182460,110867.906,11111111
182470,108718.570,11111111
182480,109645.148,11111111
182490,109919.820,11111111
182500,109221.734,11111111
182510,106451.609,11111111
182520,110584.664,11111111
182530,111945.523,11111111
182540,111019.406,11111111
182550,109785.250,11111111
182560,110892.711,11111111
182570,107852.188,11111111
182580,110157.836,11111111
182590,111574.195,11111111
182600,113007.508,11111111
182610,110826.242,11111111
182620,108796.727,11111111
182630,107672.469,11111111
182640,105660.281,11111111
182650,105457.891,11111111
182660,106903.711,11111111
182670,110104.078,11111111
182680,108998.406,11111111
182690,108219.563,11111111
182700,108839.219,11111111
182710,122699.586,11111111
182720,126549.516,11111111
182730,134120.547,11111111
182740,131058.680,11111111
182750,129669.547,11111111
182760,135035.172,11111111
182770,111674.563,11111111
182780,108044.844,11111111
182790,110422.367,11111111
182800,109773.188,11111111
182810,109744.555,11111111
182820,108198.453,11111111
182830,107708.195,11111111
182840,110153.313,11111111
182850,112128.047,11111111
182860,111117.969,11111111
182870,109945.234,11111111
182880,109085.406,11111111
182890,107297.141,11111111
182900,108985.352,11111111
182910,110551.477,11111111
182920,110187.570,11111111
182930,109742.125,11111111
182940,110959.188,11111111
182950,106215.000,11111111
182960,106094.125,11111111
182970,107180.484,11111111
182980,109990.008,11111111
182990,109519.703,11111111
183000,106434.438,11111111
183010,108786.344,11111111
183020,106341.313,11111111
183030,106929.945,11111111
183040,110671.641,11111111
183050,112398.023,11111111
183060,112094.711,11111111
183070,111516.805,11111111
183080,113993.609,11111111
183090,108069.164,11111111
183100,109935.086,11111111
183110,109551.703,11111111
183120,111295.117,11111111
183130,110650.914,11111111
183140,113359.867,11111111
183150,107932.453,11111111
183160,107681.172,11111111
183170,109321.938,11111111
183180,111110.797,11111111
183190,109451.500,11111111
183200,108646.688,11111111
183210,108826.984,11111111
183220,106766.641,11111111
183230,107066.156,11111111
183240,109526.094,11111111
183250,109346.383,11111111
183260,109551.641,11111111
183270,106613.242,11111111
183280,109466.891,11111111
183290,111906.555,11111111
183300,107834.969,11111111
183310,109649.813,11111111
183320,110913.219,11111111
183330,112731.711,11111111
183340,110568.047,11111111
183350,110111.195,11111111
183360,111933.000,11111111
183370,108957.727,11111111
183380,110481.938,11111111
183390,111717.984,11111111
183400,110176.664,11111111
183410,109493.188,11111111
183420,110306.688,11111111
183430,117863.141,11111111
183440,125922.281,11111111
183450,128683.133,11111111
183460,134539.469,11111111
183470,132944.781,11111111
183480,130878.031,11111111
183490,126028.211,11111111
183500,111651.078,11111111
183510,109699.945,11111111
183520,109058.141,11111111
183530,108372.563,11111111
183540,109807.953,11111111
183550,108123.227,11111111
183560,108360.281,11111111
183570,110503.453,11111111
183580,111910.211,11111111
183590,109476.086,11111111
183600,109764.938,11111111
183610,112295.820,11111111
183620,107715.516,11111111
183630,109164.328,11111111
183640,110372.992,11111111
183650,112740.063,11111111
183660,110518.523,11111111
183670,108928.547,11111111
183680,110257.000,11111111
183690,105968.781,11111111
183700,106314.008,11111111
183710,109816.555,11111111
183720,110544.180,11111111
183730,109284.008,11111111
183740,107839.430,11111111
183750,111260.859,11111111
183760,107047.375,11111111
183770,105109.352,11111111
183780,108265.617,11111111
183790,111491.500,11111111
183800,111262.250,11111111
183810,111353.008,11111111
183820,111189.352,11111111
