Timestamp(ms),Current(uA)
38500,15164.484
38510,15153.757
38520,15129.141
38530,15132.909
38540,15128.051
38550,15133.735
38560,15131.955
38570,15133.691
38580,15136.717
38590,15146.301
38600,14563.335
38610,14937.897
38620,15067.327
38630,15085.979
38640,15094.254
38650,15096.713
38660,15131.005
38670,15126.967
38680,15131.948
38690,15143.106
38700,15130.850
38710,15189.554
38720,15179.086
38730,15131.287
38740,15195.298
38750,15168.226
38760,15134.537
38770,15123.954
38780,15113.919
38790,15125.716
38800,14347.159
38810,13740.709
38820,13504.591
38830,13436.828
38840,13388.368
38850,13370.312
38860,13404.708
38870,13608.720
38880,13444.011
38890,13407.253
38900,13400.938
38910,13408.458
38920,13400.474
38930,13387.746
38940,13388.101
38950,13391.898
38960,13382.013
38970,13370.802
38980,13357.980
38990,13408.416
39000,13816.593
39010,14632.375
39020,14971.441
39030,15059.510
39040,15098.134
39050,15142.713
39060,15132.591
39070,15153.615
39080,15141.852
39090,15160.392
39100,15150.118
39110,15149.723
39120,15190.913
39130,15163.137
39140,15141.687
39150,15254.869
39160,13741.557
39170,13118.308
39180,12902.081
39190,12830.524
39200,12272.915
39210,12595.311
39220,12711.523
39230,12769.210
39240,12854.452
39250,12817.117
39260,12782.538
39270,12800.699
39280,12790.235
39290,12795.282
39300,12799.688
39310,12794.441
39320,12790.453
39330,12812.252
39340,12784.070
39350,12788.565
39360,12800.451
39370,12827.973
39380,12807.297
39390,12805.554
39400,12268.245
39410,12585.354
39420,12712.250
39430,12797.083
39440,12781.495
39450,12780.823
39460,12788.538
39470,12786.945
39480,12792.101
39490,12856.965
39500,12808.285
39510,12803.082
39520,12795.289
39530,12858.904
39540,12808.099
39550,12791.409
39560,12801.186
39570,12789.091
39580,12783.354
39590,12778.016
39600,12261.997
39610,12594.822
39620,12747.352
39630,12797.197
39640,12783.792
39650,12782.468
39660,12773.569
39670,12790.977
39680,12789.716
39690,12789.507
39700,12770.022
39710,12800.781
39720,12795.481
39730,12806.671
39740,12845.585
39750,12799.184
39760,12778.078
39770,12794.442
39780,12796.612
39790,12779.150
39800,12258.209
39810,12582.549
39820,12704.921
39830,12737.449
39840,12752.417
39850,12769.572
39860,12804.273
39870,13022.685
39880,12839.074
39890,12804.748
39900,12772.554
39910,12767.607
39920,12783.605
39930,12774.969
39940,12844.059
39950,12802.139
39960,12793.670
39970,12754.020
39980,12761.508
39990,12821.662
40000,11932.302
40010,11387.542
40020,11180.074
40030,11114.007
40040,11097.904
40050,11080.758
40060,11075.208
40070,11080.581
40080,11069.567
40090,11073.078
40100,11065.202
40110,11088.350
40120,11123.844
40130,11087.751
40140,11060.021
40150,11185.092
40160,12580.470
40170,13103.234
40180,13286.837
40190,13384.294
40200,13937.938
40210,14555.802
40220,13819.729
40230,13549.616
40240,13520.260
40250,13453.031
40260,13427.058
40270,13417.287
40280,13409.672
40290,13411.234
40300,13403.381
40310,13405.398
40320,13414.031
40330,13405.758
40340,13397.680
40350,13405.883
40360,13409.089
40370,13453.449
40380,13449.433
40390,13440.678
40400,13428.040
40410,13406.416
40420,13969.942
40430,14583.883
40440,13836.325
40450,13560.475
40460,13455.545
40470,13428.828
40480,13404.916
40490,13483.624
40500,13443.982
40510,13428.071
40520,13413.062
40530,13423.245
40540,13420.820
40550,13436.475
40560,13428.501
40570,13437.369
40580,13424.369
40590,13417.482
40600,13417.262
40610,13422.930
40620,13447.031
40630,13449.049
40640,13993.820
40650,14623.291
40660,13846.301
40670,13589.174
40680,13488.076
40690,13445.818
40700,13439.167
40710,13435.673
40720,13439.917
40730,13421.870
40740,13466.153
40750,13458.764
40760,13453.033
40770,13422.523
40780,13421.659
40790,13406.551
40800,13401.780
40810,13402.561
40820,13393.483
40830,13396.234
40840,13393.649
40850,13422.639
40860,14011.144
40870,14837.175
40880,13930.994
40890,13591.281
40900,13481.619
40910,13444.205
40920,13414.087
40930,13406.282
40940,13413.839
40950,13418.556
40960,13431.533
40970,13411.539
40980,13403.252
40990,13475.607
41000,13431.741
41010,13427.230
41020,13419.537
41030,13414.137
41040,13425.172
41050,13429.738
41060,13454.288
41070,13432.272
41080,13965.942
41090,14582.975
41100,13761.313
41110,13527.542
41120,13466.436
41130,13397.591
41140,13366.440
41150,13502.363
41160,12035.427
41170,11375.762
41180,11119.166
41190,11045.006
41200,11019.919
41210,10987.805
41220,10997.169
41230,11008.729
41240,11066.070
41250,11025.502
41260,11007.843
41270,11009.425
41280,11008.979
41290,10994.604
41300,11260.931
41310,12199.363
41320,12538.169
41330,12690.200
41340,12722.657
41350,12727.802
41360,12759.123
41370,12794.030
41380,12765.674
41390,12769.680
41400,12756.157
41410,12763.018
41420,12771.152
41430,12767.520
41440,12747.157
41450,12766.065
41460,12769.921
41470,12806.145
41480,12789.806
41490,12819.443
41500,12206.301
41510,12579.539
41520,12704.876
41530,12738.426
41540,12754.808
41550,12757.565
41560,12753.890
41570,12767.990
41580,12760.731
41590,12780.791
41600,12778.790
41610,12778.954
41620,12809.006
41630,12783.883
41640,12772.104
41650,12778.713
41660,12777.358
41670,12779.942
41680,12778.664
41690,12761.220
41700,12183.846
41710,12557.451
41720,12676.353
41730,12718.567
41740,12786.979
41750,12776.314
41760,12765.906
41770,12786.341
41780,12779.231
41790,12749.852
41800,12761.274
41810,12759.465
41820,12747.589
41830,12767.013
41840,12758.883
41850,12754.684
41860,12877.742
41870,12951.319
41880,12820.828
41890,12783.558
41900,12187.472
41910,12549.777
41920,12686.770
41930,12725.689
41940,12726.758
41950,12746.465
41960,12746.473
41970,12754.744
41980,12804.053
41990,12833.973
42000,12778.517
42010,12763.778
42020,12773.146
42030,12758.501
42040,12765.196
42050,12768.566
42060,12755.776
42070,12759.179
42080,12762.231
42090,12761.192
42100,12180.875
42110,12526.654
42120,12696.278
42130,12715.074
42140,12718.900
42150,12865.559
42160,14261.986
42170,14785.332
42180,15004.079
42190,15065.291
42200,15065.669
42210,15081.963
42220,15091.638
42230,15098.370
42240,15162.131
42250,15134.145
42260,15126.522
42270,15111.143
42280,15121.201
42290,15101.966
42300,14206.177
42310,13669.158
42320,13473.156
42330,13411.158
42340,13380.312
42350,13363.244
42360,13348.046
42370,13368.051
42380,13375.307
42390,13366.438
42400,13343.559
42410,13338.541
42420,13327.393
42430,13326.219
42440,13332.441
42450,13349.660
42460,13356.129
42470,13355.025
42480,13347.328
42490,13421.920
42500,13917.993
42510,14690.593
42520,14968.000
42530,15082.144
42540,15102.932
42550,15127.122
42560,15139.341
42570,15144.597
42580,15133.120
42590,15141.467
42600,15139.530
42610,15121.579
42620,15166.078
42630,15144.777
42640,15112.272
42650,15114.279
42660,15113.894
42670,15124.674
42680,15120.639
42690,15130.564
42700,14637.786
42710,14942.106
42720,15074.801
42730,15102.096
42740,15162.039
42750,15137.098
42760,15115.081
42770,15123.906
42780,15132.766
42790,15113.184
42800,15108.953
42810,15135.328
42820,15137.034
42830,15136.707
42840,15142.711
42850,15131.611
42860,15250.280
42870,15342.818
42880,15215.379
42890,15181.186
42900,14653.807
42910,14975.533
42920,15072.887
42930,15101.272
42940,15111.093
42950,15128.818
42960,15112.661
42970,15134.596
42980,15116.894
42990,15195.885
43000,15142.339
43010,15131.634
43020,15110.465
43030,15132.833
43040,15126.778
43050,15136.343
43060,15138.412
43070,15134.312
43080,15122.704
43090,15134.204
43100,14628.150
43110,14959.391
43120,15108.159
43130,15119.209
43140,15129.603
43150,15292.312
43160,13759.038
43170,13141.790
43180,12910.742
43190,12817.659
43200,12848.693
43210,12801.896
43220,12781.806
43230,12784.159
43240,12833.792
43250,12794.607
43260,12793.110
43270,12795.740
43280,12774.329
43290,12788.812
43300,12296.450
43310,12589.374
43320,12699.287
43330,12720.615
43340,12732.729
43350,12752.841
43360,12746.628
43370,12772.160
43380,12753.026
43390,12749.632
43400,12758.041
43410,12759.125
43420,12771.045
43430,12774.220
43440,12753.273
43450,12737.654
43460,12744.281
43470,12760.195
43480,12744.853
43490,12819.596
43500,12077.036
43510,11742.689
43520,11393.429
43530,11185.033
43540,11099.377
43550,11052.207
43560,11053.119
43570,11043.772
43580,11047.295
43590,11035.987
43600,11050.129
43610,11060.660
43620,11095.786
43630,11080.536
43640,11055.654
43650,11046.249
43660,11045.764
43670,11032.664
43680,11044.639
43690,11042.274
43700,11042.052
43710,11037.327
43720,11376.342
43730,12272.879
43740,12669.056
43750,12733.481
43760,12777.938
43770,12783.574
43780,12783.979
43790,12787.765
43800,12789.431
43810,12775.144
43820,12794.445
43830,12778.980
43840,12765.979
43850,12780.093
43860,12837.095
43870,13017.789
43880,12866.060
43890,12812.649
43900,12798.930
43910,12805.375
43920,12241.956
43930,12582.736
43940,12726.048
43950,12755.837
43960,12781.414
43970,12774.917
43980,12784.069
43990,12838.469
44000,12816.491
44010,12811.627
44020,12794.484
44030,12797.740
44040,12779.929
44050,12767.737
44060,12775.304
44070,12791.652
44080,12779.012
44090,12793.894
44100,12803.526
44110,12806.917
44120,12289.153
44130,12595.477
44140,12714.364
44150,12908.498
44160,14294.536
44170,14828.429
44180,15031.627
44190,15111.038
44200,15128.468
44210,15133.615
44220,15161.110
44230,15159.211
44240,15214.510
44250,15175.836
44260,15147.836
44270,15145.684
44280,15146.277
44290,15155.710
44300,15144.583
44310,15149.177
44320,14627.296
44330,14958.545
44340,15066.249
44350,15107.552
44360,15135.373
44370,15179.586
44380,15156.799
44390,15166.263
44400,15166.484
44410,15159.167
44420,15243.021
44430,15185.560
44440,15163.079
44450,15163.939
44460,15147.989
44470,15144.058
44480,15154.167
44490,15224.400
44500,15196.082
44510,15163.494
44520,14593.112
44530,14944.768
44540,15068.151
44550,15109.412
44560,15130.487
44570,15129.255
44580,15146.598
44590,15160.398
44600,15147.102
44610,15133.033
44620,15162.575
44630,15136.666
44640,15119.396
44650,15126.253
44660,15120.773
44670,15134.445
44680,15124.911
44690,15143.904
44700,15150.845
44710,15141.063
44720,14263.451
44730,13712.199
44740,13554.538
44750,13444.288
44760,13419.205
44770,13394.262
44780,13380.854
44790,13375.131
44800,13382.385
44810,13365.013
44820,13374.748
44830,13427.717
44840,13382.592
44850,13378.046
44860,13386.950
44870,13616.267
44880,13486.185
44890,13415.525
44900,13392.674
44910,13395.280
44920,13653.209
44930,14593.336
44940,14928.883
44950,15064.948
44960,15109.960
44970,15133.718
44980,15133.230
44990,15200.050
45000,15166.233
45010,15142.419
45020,15142.015
45030,15144.592
45040,15153.349
45050,15147.660
45060,15139.063
45070,15146.940
45080,15152.102
45090,15170.774
45100,15181.323
45110,15172.005
45120,14618.405
45130,14962.393
45140,15082.657
45150,15252.404
45160,13765.438
45170,13158.213
45180,12928.404
45190,12843.414
45200,12825.081
45210,12818.975
45220,12803.246
45230,12816.970
45240,12866.568
45250,12834.835
45260,12800.564
45270,12811.080
45280,12817.352
45290,12817.231
45300,12791.150
45310,12798.726
45320,12212.355
45330,12576.980
45340,12752.766
45350,12786.286
45360,12798.898
45370,12832.604
45380,12797.780
45390,12793.167
45400,12799.878
45410,12780.305
45420,12790.571
45430,12793.426
45440,12792.729
45450,12802.247
45460,12798.825
45470,12784.110
45480,12782.289
45490,12834.326
45500,12819.201
45510,12807.214
45520,12203.146
45530,12595.066
45540,12729.045
45550,12766.723
45560,12806.968
45570,12798.938
45580,12798.679
45590,12809.479
45600,12802.597
45610,12804.416
45620,12843.760
45630,12827.988
45640,12818.790
45650,12846.226
45660,12812.041
45670,12816.706
45680,12802.753
45690,12782.418
45700,12807.679
45710,12787.707
45720,12222.581
45730,12563.632
45740,12757.577
45750,12774.508
45760,12780.690
45770,12766.779
45780,12773.421
45790,12772.099
45800,12779.075
45810,12770.046
45820,12756.546
45830,12753.317
45840,12761.208
45850,12799.987
45860,12799.733
45870,12998.343
45880,12881.890
45890,12807.346
45900,12799.944
45910,12785.925
45920,11987.322
45930,11420.979
45940,11207.240
45950,11132.637
45960,11101.063
45970,11087.559
45980,11083.235
45990,11128.805
46000,11098.155
46010,11089.294
46020,11073.482
46030,11068.070
46040,11070.970
46050,11047.889
46060,11093.531
46070,11074.648
46080,11075.049
46090,11091.515
46100,11083.898
46110,11086.700
46120,11281.795
46130,12259.148
46140,11615.221
46150,11404.958
46160,12674.109
46170,13142.994
46180,13313.466
46190,13388.446
46200,13403.490
46210,13414.591
46220,13419.178
46230,13414.375
46240,13470.920
46250,13449.074
46260,13444.329
46270,13448.137
46280,13434.176
46290,13438.752
46300,13440.897
46310,13432.945
46320,13426.073
46330,13442.521
46340,13613.630
46350,14601.449
46360,13983.455
46370,13683.957
46380,13525.332
46390,13443.713
46400,13437.175
46410,13433.222
46420,13423.834
46430,13420.568
46440,13401.454
46450,13416.159
46460,13412.301
46470,13416.407
46480,13414.708
46490,13486.299
46500,13474.308
46510,13470.357
46520,13453.702
46530,13442.092
46540,13430.383
46550,13422.125
46560,13601.685
46570,14624.761
46580,13995.835
46590,13646.978
46600,13502.322
46610,13459.818
46620,13482.369
46630,13464.620
46640,13460.179
46650,13444.646
46660,13441.823
46670,13441.798
46680,13439.907
46690,13444.930
46700,13445.726
46710,13435.387
46720,13434.547
46730,13436.179
46740,13488.807
46750,13457.853
46760,13435.364
46770,13445.853
46780,13596.956
46790,14604.693
46800,14003.509
46810,13638.123
46820,13512.188
46830,13447.402
46840,13428.047
46850,13432.152
46860,13418.359
46870,13668.458
46880,13581.360
46890,13497.128
46900,13460.520
46910,13460.067
46920,13442.453
46930,13437.719
46940,13444.832
46950,13432.099
46960,13438.463
46970,13429.013
46980,13445.573
46990,13489.436
47000,13639.868
47010,14619.836
47020,13958.108
47030,13588.724
47040,13475.860
47050,13430.587
47060,13416.980
47070,13417.493
47080,13401.302
47090,13399.751
47100,13392.200
47110,13400.367
47120,13435.953
47130,13411.626
47140,13410.685
47150,13502.790
47160,12043.923
47170,11413.585
47180,11187.008
47190,11107.848
47200,11067.917
47210,11057.947
47220,11043.942
47230,12074.220
47240,12584.419
47250,12732.626
47260,12789.870
47270,12790.310
47280,12841.847
47290,12805.119
47300,12804.545
47310,12809.872
47320,12801.284
47330,12794.185
47340,12780.052
47350,12797.024
47360,12812.806
47370,12824.757
47380,12782.319
47390,12786.938
47400,12784.562
47410,12806.049
47420,12217.667
47430,12491.214
47440,12699.035
47450,12761.497
47460,12782.262
47470,12801.721
47480,12794.498
47490,12869.184
47500,12832.651
47510,12824.776
47520,12816.044
47530,12810.620
47540,12812.590
47550,12803.415
47560,12783.145
47570,12788.795
47580,12802.770
47590,12811.542
47600,12807.343
47610,12789.955
47620,12246.356
47630,12534.764
47640,12692.179
47650,12750.475
47660,12764.463
47670,12779.266
47680,12781.719
47690,12812.632
47700,12809.783
47710,12809.589
47720,12801.104
47730,12789.579
47740,12874.217
47750,12805.069
47760,12809.272
47770,12803.989
47780,12794.458
47790,12805.237
47800,12806.167
47810,12794.586
47820,12222.184
47830,12530.435
47840,12694.030
47850,12758.065
47860,12793.010
47870,13039.909
47880,12902.740
47890,12842.670
47900,12833.424
47910,12813.284
47920,12799.701
47930,12784.914
47940,12782.479
47950,12799.421
47960,12790.797
47970,12791.566
47980,12803.366
47990,12876.680
48000,12845.218
48010,12812.372
48020,12232.312
48030,12531.833
48040,12677.397
48050,12725.136
48060,12771.770
48070,12766.294
48080,12772.431
48090,12776.688
48100,12927.375
48110,12832.577
48120,12825.615
48130,12813.239
48140,12795.297
48150,12903.399
48160,14297.822
48170,14822.920
48180,15022.576
48190,15088.439
48200,15131.360
48210,15139.356
48220,14595.243
48230,13842.233
48240,13616.949
48250,13471.959
48260,13426.775
48270,13398.753
48280,13392.387
48290,13404.695
48300,13403.350
48310,13435.054
48320,13426.163
48330,13411.081
48340,13387.317
48350,13392.246
48360,13391.421
48370,13423.612
48380,13425.688
48390,13418.590
48400,13422.495
48410,13432.547
48420,13778.046
48430,14649.536
48440,14978.330
48450,15121.011
48460,15157.069
48470,15168.565
48480,15164.480
48490,15218.884
48500,15181.454
48510,15222.089
48520,15190.220
48530,15180.937
48540,15167.512
48550,15144.396
48560,15127.915
48570,15156.224
48580,15149.615
48590,15144.632
48600,15149.025
48610,15179.550
48620,14653.668
48630,14973.666
48640,15113.384
48650,15140.408
48660,15165.685
48670,15173.289
48680,15169.583
48690,15179.667
48700,15174.934
48710,15184.062
48720,15174.355
48730,15172.684
48740,15221.077
48750,15192.005
48760,15158.360
48770,15152.396
48780,15154.351
48790,15166.278
48800,15178.497
48810,15163.271
48820,14613.929
48830,14965.238
48840,15089.105
48850,15132.806
48860,15168.520
48870,15399.043
48880,15274.276
48890,15211.985
48900,15189.028
48910,15177.733
48920,15168.208
48930,15176.729
48940,15173.043
48950,15164.838
48960,15161.812
48970,15162.772
48980,15169.339
48990,15229.622
49000,15197.128
49010,15184.525
49020,14656.704
49030,15006.122
49040,15099.967
49050,15147.131
49060,15166.422
49070,15183.768
49080,15167.338
49090,15189.629
49100,15180.593
49110,15168.138
49120,15217.029
49130,15191.717
49140,15160.579
49150,15275.251
49160,13770.252
49170,13168.100
49180,12944.240
49190,12854.594
49200,12821.693
49210,12830.041
49220,12260.591
49230,12595.856
49240,12753.978
49250,12784.301
49260,12792.646
49270,12774.899
49280,12780.061
49290,12766.893
49300,12785.323
49310,12786.075
49320,12777.379
49330,12907.706
49340,12831.837
49350,12809.698
49360,12783.103
49370,12823.340
49380,12800.752
49390,12787.426
49400,12789.911
49410,12809.060
49420,11974.164
49430,11403.649
49440,11185.136
49450,11097.256
49460,11093.610
49470,11065.278
49480,11080.989
49490,11123.344
49500,11084.106
49510,11061.396
49520,11048.258
49530,11080.760
49540,11041.854
49550,11036.396
49560,11038.415
49570,11036.391
49580,11041.579
49590,11044.898
49600,11048.504
49610,11026.665
49620,11566.393
49630,12350.245
49640,12636.390
49650,12758.747
49660,12825.190
49670,12844.271
49680,12834.820
49690,12841.944
49700,12876.819
49710,12866.003
49720,12869.941
49730,12889.604
49740,12921.779
49750,12866.594
49760,13139.466
49770,12980.889
49780,12903.569
49790,12869.435
49800,12862.539
49810,12863.037
49820,12383.164
49830,12710.154
49840,12804.879
49850,12811.012
49860,12870.686
49870,13058.959
49880,12916.647
49890,12884.969
49900,13116.289
49910,13042.511
49920,12928.734
49930,12888.999
49940,12895.314
49950,12901.558
49960,12876.494
49970,12856.349
49980,12845.823
49990,12913.938
50000,12877.943
50010,12862.849
50020,12379.064
50030,12839.155
50040,13032.708
50050,12917.804
50060,12887.960
50070,12892.627
50080,12842.547
50090,12846.377
50100,12843.635
50110,12869.627
50120,12891.342
50130,12880.077
50140,12893.233
50150,12975.454
50160,14347.292
50170,15155.761
50180,15241.025
50190,15178.037
50200,15154.928
50210,15151.027
50220,14657.503
50230,14964.020
50240,15140.338
50250,15153.869
50260,15168.024
50270,15169.884
50280,15157.142
50290,15167.764
50300,15170.036
50310,15160.231
50320,15154.283
50330,15159.813
50340,15157.270
50350,15161.408
50360,15144.872
50370,15178.838
50380,15172.862
50390,15159.477
50400,15165.443
50410,15165.851
50420,14656.603
50430,14949.122
50440,15079.848
50450,15118.117
50460,15124.946
50470,15148.981
50480,15149.977
50490,15197.716
50500,15159.967
50510,15152.478
50520,15159.554
50530,15151.963
50540,15144.896
50550,15272.915
50560,15194.518
50570,15158.862
50580,15169.634
50590,15147.930
50600,15134.938
50610,15136.469
50620,14251.438
50630,13711.188
50640,13504.593
50650,13428.485
50660,13420.913
50670,13395.199
50680,13389.417
50690,13379.168
50700,13383.701
50710,13402.791
50720,13398.973
50730,13385.038
50740,13445.311
50750,13416.521
50760,13393.126
50770,13391.203
50780,13387.879
50790,13370.118
50800,13381.971
50810,13391.391
50820,14013.401
50830,14723.015
50840,15003.915
50850,15082.508
50860,15150.032
50870,15401.287
50880,15244.938
50890,15176.954
50900,15159.157
50910,15146.276
50920,15129.783
50930,15148.014
50940,15139.723
50950,15140.052
50960,15183.319
50970,15150.682
50980,15134.176
50990,15177.239
51000,15172.800
51010,15164.787
51020,14717.469
51030,14981.076
51040,15089.851
51050,15113.786
51060,15167.463
51070,15161.870
51080,15148.824
51090,15170.257
51100,15156.973
51110,15149.594
51120,15168.295
51130,15159.998
51140,15168.855
51150,15291.611
51160,13793.037
51170,13171.095
51180,12959.977
51190,12852.617
51200,12840.922
51210,12805.582
51220,12349.552
51230,12630.107
51240,12785.717
51250,12801.790
51260,12811.011
51270,12804.442
51280,12799.776
51290,12801.030
51300,12798.600
51310,12810.155
51320,12807.424
51330,12809.349
51340,12797.813
51350,12803.911
51360,12807.373
51370,12852.335
51380,12813.710
51390,12806.235
51400,12805.522
51410,12802.741
51420,12348.315
51430,12639.115
51440,12727.513
51450,12771.980
51460,12810.739
51470,12814.381
51480,12810.982
51490,12864.366
51500,12841.438
51510,12824.854
51520,12795.700
51530,12795.167
51540,12798.230
51550,12792.414
51560,12781.117
51570,12832.020
51580,12813.133
51590,12797.007
51600,12798.912
51610,12798.865
51620,12368.579
51630,12630.277
51640,12730.198
51650,12758.997
51660,12755.753
51670,12765.328
51680,12782.188
51690,12791.436
51700,12781.735
51710,12771.271
51720,12770.139
51730,12769.632
51740,12836.765
51750,12783.253
51760,12781.357
51770,12775.252
51780,12870.813
51790,12812.177
51800,12783.322
51810,12773.350
51820,11818.429
51830,11344.980
51840,11184.557
51850,11119.695
51860,11091.242
51870,11323.585
51880,11199.633
51890,11140.268
51900,11106.603
51910,11092.219
51920,11082.559
51930,11083.574
51940,11093.430
51950,11085.501
51960,11080.679
51970,11087.368
51980,11090.229
51990,11145.809
52000,11101.664
52010,11088.210
52020,11795.686
52030,12071.501
52040,11424.816
52050,11208.458
52060,11127.537
52070,11111.997
52080,11098.349
52090,11071.951
52100,11070.104
52110,11066.434
52120,11100.838
52130,11085.093
52140,11085.809
52150,11210.815
52160,12585.997
52170,13103.148
52180,13292.169
52190,13385.358
52200,13404.770
52210,13406.214
52220,13416.789
52230,13416.688
52240,14181.746
52250,14418.864
52260,13775.169
52270,13552.222
52280,13473.283
52290,13467.501
52300,13438.825
52310,13446.510
52320,13421.043
52330,13434.534
52340,13413.095
52350,13419.438
52360,13403.255
52370,13451.576
52380,13446.798
52390,13439.214
52400,13421.331
52410,13428.677
52420,13435.930
52430,13422.227
52440,13436.131
52450,13435.898
52460,14144.685
52470,14422.184
52480,13779.162
52490,13626.272
52500,13488.461
52510,13452.345
52520,13434.392
52530,13406.615
52540,13419.644
52550,13432.307
52560,13414.036
52570,13422.428
52580,13415.257
52590,13429.956
52600,13426.278
52610,13414.028
52620,13451.277
52630,13437.897
52640,13434.940
52650,13428.165
52660,13426.170
52670,13423.194
52680,14138.564
52690,14425.758
52700,13803.253
52710,13559.544
52720,13467.126
52730,13439.200
52740,13475.076
52750,13437.102
52760,13415.036
52770,13417.614
52780,13423.409
52790,13409.975
52800,13429.025
52810,13427.018
52820,13398.270
52830,13404.840
52840,13410.944
52850,13422.520
52860,13438.054
52870,13684.132
52880,13555.697
52890,13461.363
52900,14148.751
52910,14452.718
52920,13985.291
52930,13921.349
52940,13652.540
52950,13504.368
52960,13445.310
52970,13441.183
52980,13423.065
52990,13475.011
53000,13516.440
53010,13466.350
53020,13454.309
53030,13429.090
53040,13431.789
53050,13421.853
53060,13430.161
53070,13407.674
53080,13407.188
53090,13417.340
53100,13426.256
53110,13417.830
53120,13453.846
53130,13437.880
53140,13772.413
53150,14792.144
53160,13622.007
53170,13118.565
53180,12943.126
53190,12870.582
53200,12843.449
53210,12840.982
53220,12849.934
53230,12837.679
53240,12910.798
53250,12868.443
53260,12853.354
53270,12858.523
53280,12846.385
53290,12865.893
53300,12843.828
53310,12863.840
53320,12856.966
53330,12838.418
53340,12281.418
53350,12626.218
53360,12771.317
53370,12837.469
53380,12841.221
53390,12834.615
53400,12848.188
53410,12919.893
53420,12877.796
53430,12865.079
53440,12840.658
53450,12831.532
53460,12847.756
53470,12849.133
53480,12848.705
53490,12910.301
53500,12886.454
53510,12852.697
53520,12863.950
53530,12828.290
53540,12270.331
53550,12619.979
53560,12765.280
53570,12812.703
53580,12821.456
53590,12825.938
53600,12843.179
53610,12830.530
53620,12865.844
53630,12858.557
53640,12833.148
53650,12832.777
53660,12819.300
53670,12837.856
53680,12839.443
53690,12836.351
53700,12840.427
53710,12840.998
53720,12847.472
53730,12836.705
53740,12332.670
53750,12644.626
53760,12758.672
53770,12806.262
53780,12826.911
53790,12835.146
53800,12824.292
53810,12822.651
53820,12837.898
53830,12837.093
53840,12837.184
53850,12837.263
53860,12835.218
53870,13072.742
53880,13012.444
53890,12913.290
53900,12873.271
53910,12869.515
53920,12857.827
53930,12864.425
53940,12282.382
53950,12623.801
53960,12750.692
53970,12790.942
53980,12821.397
53990,12876.725
54000,12830.398
54010,12805.596
54020,12792.675
54030,12813.726
54040,12815.537
54050,12807.194
54060,12824.371
54070,12820.349
54080,12812.257
54090,12822.935
54100,12812.468
54110,12822.180
54120,12870.319
54130,12842.525
54140,11882.134
54150,11499.220
54160,12684.725
54170,13133.381
54180,13295.375
54190,13359.631
54200,13386.495
54210,13415.550
54220,13425.042
54230,13443.795
54240,13512.526
54250,13464.883
54260,13428.490
54270,13419.518
54280,13434.002
54290,13429.285
54300,13439.498
54310,13442.480
54320,13436.070
54330,13425.202
54340,14014.920
54350,14758.100
54360,15029.864
54370,15168.484
54380,15176.170
54390,15188.850
54400,15190.219
54410,15198.115
54420,15195.587
54430,15208.805
54440,15205.376
54450,15190.193
54460,15192.539
54470,15189.322
54480,15196.659
54490,15258.838
54500,15228.058
54510,15210.478
54520,15184.217
54530,15185.086
54540,14727.812
54550,15012.597
54560,15133.331
54570,15171.124
54580,15194.506
54590,15201.343
54600,15194.742
54610,15196.891
54620,15241.093
54630,15222.100
54640,15193.534
54650,15216.233
54660,15201.815
54670,15185.640
54680,15195.201
54690,15215.403
54700,15212.858
54710,15207.750
54720,15184.891
54730,15197.271
54740,14776.170
54750,15032.850
54760,15139.226
54770,15169.436
54780,15178.320
54790,15196.329
54800,15193.054
54810,15190.281
54820,15192.661
54830,15181.203
54840,15172.735
54850,15196.251
54860,15204.979
54870,15455.511
54880,15364.293
54890,15263.555
54900,15237.436
54910,15204.534
54920,15190.230
54930,15206.938
54940,14704.929
54950,15011.733
54960,15091.036
54970,15118.937
54980,15130.273
54990,15205.660
55000,15166.800
55010,15159.072
55020,15147.028
55030,15158.837
55040,15150.932
55050,15166.191
55060,15145.770
55070,15147.449
55080,15146.853
55090,15165.453
55100,15162.306
55110,15161.843
55120,15189.344
55130,15165.317
55140,14690.193
55150,15096.502
55160,13724.748
55170,13144.405
55180,12925.165
55190,12833.301
55200,12820.432
55210,12788.264
55220,12793.583
55230,12791.587
55240,12830.586
55250,12810.014
55260,12794.408
55270,12780.379
55280,12779.414
55290,12795.570
55300,12798.094
55310,12807.068
55320,12795.406
55330,12793.708
55340,12070.353
55350,11747.691
55360,11411.834
55370,11234.063
55380,11122.018
55390,11102.626
55400,11104.453
55410,11085.917
55420,11088.789
55430,11088.838
55440,11078.777
55450,11079.498
55460,11077.714
55470,11109.150
55480,11072.167
55490,11142.017
55500,11108.832
55510,11087.076
55520,11082.383
55530,11051.979
55540,11069.628
55550,11065.069
55560,11340.907
55570,12299.979
55580,12665.218
55590,12772.460
55600,12807.820
55610,12799.150
55620,12842.789
55630,12802.594
55640,12801.243
55650,12841.653
55660,12834.533
55670,12828.219
55680,12834.711
55690,12828.120
55700,12820.973
55710,12835.396
55720,12822.303
55730,12828.259
55740,12898.068
55750,12848.861
55760,12274.975
55770,12644.275
55780,12747.005
55790,12790.022
55800,12802.452
55810,12803.043
55820,12829.467
55830,12829.199
55840,12840.390
55850,12837.017
55860,12848.540
55870,13103.790
55880,13006.078
55890,12900.519
55900,12872.817
55910,12844.010
55920,12846.665
55930,12832.297
55940,12838.656
55950,12846.246
55960,12250.795
55970,12619.876
